fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.6c99de3fb336618a98d5fc0473d00a1c,"Cabinet,Sideboard",n2915411,"buffet,counter,sideboard",,,0.019103580931701936,"85.3909\,147.0374\,49.03763",true,0.138439,0.445778,0.248081,93.06466411848606,920.1832910198186,kare      cabana buffet  cabana buffet,"buffet,design,dining room,esszimmer,kare,kitchen,lifestyle,living,living room,speisen,trendy,wohnen,wohnzimmer"
wss.6c9e2633c297e86f80fa98b5eeb7036c,PaperBox,n2886585,box,,,0.0017668239811337596,"69.56861\,76.79836\,69.589615",true,,,,,,cardboard box,*
wss.6ca2149ac6d3699130612f5c0ef21eb8,"Bottle,_OIMwhitelist",n2989418,"catsup bottle,ketchup bottle",,,0.03346007189011194,"15.009951\,33.748608\,8.562603",true,3.15E-4,0.002435,0.00757,0.7112387756880001,11.254505405010438,ketchup bottle    oz    lb   oz      kg,"bottle,ketchup,ketchup bottle,tomato ketchup"
wss.6ca338e1c190fd02ccefb0f4e6d97b08,PottedPlant,n17402,"plant,flora,plant life",,,0.008825371204569755,"51.765396\,117.711975\,49.56275",true,0.011369,0.042549,0.096242,18.8543496,105.836476704,vase with bamboo bush,"bamboo,bamboo bush,interior desing"
wss.6ca658d475b3eeed4f793e10f2f2abc2,,n13905220,octagon,,,,"731.16437\,668.0835\,731.16437",,,,,,,fountain,"fountain,garden,hotel,lathe,octagon,pennies,pool,splash,stream,trditional,water,water stream"
wss.6ca77b19e3f52c5031c1d3ccd72d7161,Camera,n4576349,webcam,"0\,0\,1","1\,0\,0",0.026964546433004628,"14.89156\,11.16661\,13.235224",false,5.7E-5,6.48E-4,0.008569,,,webcam,"computer,cyber,electronique,firewire,images,mac,ordinateur,pc,pictures,puce,usb,vga,webcam"
wss.6caa1713e795c8a2f0478431b5ad57db,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","-1\,0\,0",0.02394624047004635,"175.94044\,66.444115\,79.19214",false,0.085986,0.61649,1.358817,136.21490799004135,1293.3526396496754,couch,"couch,couches,furiture,seat,seating"
wss.6cb3d99b20e7fbb5b04cb542e2c50eb4,"Chair,rankChairs",n4338415,"straight chair,side chair","0\,0\,1","0\,-1\,0",0.03398670728724346,"69.71048\,122.23353\,78.895035",false,0.016173,0.048668,0.009666,19.1567814467634,190.715130998941,cappellini hi pad chair by jasper morrison,*
wss.6cb6373befd7e1a7aa918b099faddaba,"Chair,AccentChair",n3005231,chair,"0\,0\,1","-1\,0\,0",0.024579152540523154,"77.17854\,90.58455\,89.11865",false,0.037501,0.195187,0.003155,44.4196167090258,442.2190148761074,traditional chair,"armchair,chair,traditional,transitional,upholstered,wood chair"
wss.6cb9ba94a63ff60888bf39e10d433fc8,"PowerStrip,_StanfordSceneDBModels,_OIMwhitelist",n3974274,"plug,stopper,stopple",,,0.03447240762308064,"46.144077\,6.9216113\,23.072073",,0.00108427,0.00573802,0.106464,,,surge plug,"electricity,ethernet,internet,phone,plug,power,protect,socket,wire"
wss.6cc65de3b510406ba0c5548d84070f68,"Chair,AccentChair",n3005231,chair,"0\,0\,1","1\,0\,0",0.024695234601307983,"74.03703\,105.17898\,74.566124",false,0.022345,0.097761,0.004321,26.467463144001,263.49654375634304,cds health chair,"chair,health care chairs,hospital chair,patient chair"
wss.6cc7b1dbaebcfdab5208aab875b932bc,"Lamp,TableLamp",n4387620,table lamp,,,0.036867612929782245,"37.381916\,63.820374\,34.00204",true,0.00287,0.006681,0.050391,6.1695499027442,61.10012475517906,bedside gun   design by philippe starck in,"aluminium,bed,bedside lamp,chevet,collection,design,gold,golden,gun,hous,housing,light,luminaire,or,philippe starck,plastic,starck,table,table lamp"
wss.6cd9f0f548979d5160ddc468fe733ed1,"StandingClock,Clock",n3915525,pendulum clock,,,6.312820274554738E-4,"19.696001\,70.03064\,19.696",false,0.002726,0.005512,0.003113,,,clock tower,"clock,clock tower"
wss.6ce24ebb6ec23e069020fd2d8343a78b,_OIMwhitelist,n14998823,paper,,,,"5.08\,29.845\,29.21",,0.00117067,0.00141594,0.00139719,,,binder   inches,"architecture,binder,details,interior"
wss.6cf01993b6d7107f43638dabe1eb5336,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser",,,0.035031162938604934,"126.11219\,98.08726\,55.61197",true,,,,,,toy chest,"chest,toy chest"
wss.6cfd8bf7950369dce56880769ad5f3d8,,n7866305,cheese,,,,"530.9715\,97.155\,316.86475",,,,,,,cheese,"anvil,awesome,bull,cheese,cheesey,cow,crappy,dairy,flight,ham,mice,milk,ninja,pie,pope,retarded,torn,triangular,ugly,yellow,yogurt"
wss.6cfe8fd7ccf9134260cd62660d6a2c7d,PersonStanding,n5224944,person,,,0.009598988793542457,"39.49359\,77.81862\,50.47408",,,,,,,freelancer agent,"agent,army,blue,civil war,freelancer,halo,meta,odst,online,project,reconstruction,red,red vs blue,rooster teeth,series,spartan,standard,war,washington"
wss.6d042a4eb8ca7745e16974ffd95b0c65,,n3510811,headset,,,,"194.51698\,244.23419\,95.91116",,,,,,,headsets,"headsets,pioneer"
wss.6d06fa447f6b47e038eea29a5f71c854,,n4015928,projector,,,,"39.370106\,17.542788\,49.529938",,,,,,,projector,digital video projector
wss.6d09606aeb54b55659a44e6453790000,,n3067971,"coffee table,cocktail table",,,,"1328.2981\,278.9047\,267.17496",,,,,,,viissy credenza by woodmark,"coffee,commode,design,designer,front,moboille,modern,moderne,new,nouveau,print,retro,table,tables,woodmark"
wss.6d0cd48b18471a8bf1444eeb21e761c6,"Couch,_AttributesTrain",n4263630,"sofa,couch,lounge","0\,0\,1","1\,0\,0",0.021104116840979,"221.7508\,71.09639\,79.36336",,,,,,,couch,couch
wss.6d12c792767c7d46bf3c901830f323db,"TableClock,Clock",n2697521,"alarm clock,alarm","0\,0\,1","-1\,0\,0",0.0404689998055242,"38.60379\,13.695511\,22.15274",true,5.93E-4,0.005519,0.033081,,,alarm clock,"alarm,bed,clock,electronic,room,simple,time"
wss.6d12de155ea37ea8c37837f2575f34ab,"Book,_StanfordSceneDBModels,_SceneGalleryModels",n6422547,book,"0\,1\,0","0\,0\,1",0.01759486191008116,"22.433456\,29.031593\,4.3987155",true,6.7E-4,0.002789,0.062554,0.46900000000000003,0.9192400000000002,the book of nod,"book,clan,darkness,nod,the nerd king,vampire,world"
wss.6d197d8ae269ee0e98344b392b6d77d8,"Lamp,FloorLamp,_AttributesTrain",n3371905,floor lamp,,,0.027078260102042902,"41.62551\,165.82997\,41.625397",true,0.019255,0.020901,0.099196,41.39187574123331,409.9243561536491,simple floorlamp,"floor,floorlamp,generic,lamp,simple"
wss.6d1b5b270329e5c4ffbefac2b6ae3d95,"_StanfordSceneDBModels,DrinkingUtensil,Teacup,_OIMwhitelist",n3152175,cup,,,8.01353221878526E-4,"17.77314\,7.706707\,17.773212",,1.48254E-4,1.26446E-4,0.00862983,,,cup  amp  saucer,"cup,cup saucer,saucer"
wss.6d21c75bbe308322513c73fd461b230a,"TrashBin,_StanfordSceneDBModels",n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",,,0.0010976444088796659,"47.31945\,44.908367\,47.31945",true,0.002435,0.001979,0.003389,,,waste basket,"basket,can,case,garbage,holder,office,paper,pencil,supplies,throw away,trash,waste"
wss.6d24eaf8aa3c362fdb6f3ca49e992ad8,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.015543301936899966,"90.539276\,42.74408\,46.241325",false,0.012705,0.108029,0.230501,31.5127067774904,213.32443517428376,television with speakers,"big screen,brad,cabinets,digital,electronics,furnishings,furniture,home,house,sound,speakers,surround,technology,television,tv"
wss.6d27db966557ea60ef40aa033482abea,"MediaStorage,WallUnit",n3097339,"console table,console",,,0.054638118676877415,"240.66014\,158.40683\,98.3486",true,0.442128,0.834807,0.053025,,,mission entertainment willie sandry designs,mission craftsman entertainment center console
wss.6d282422f951d691e2db93321c9b2166,"_StanfordSceneDBModels,_SceneGalleryModels",n9390888,"need,want",,,0.02503946226586242,"26.291336\,13.323998\,11.538908",,,,,,,lb dumbell,"component,excercise,gunny,lifting,metal,weight"
wss.6d2aa25f38f72502912e1d4723a7921b,PersonStanding,n5224944,person,,,0.004449601788447432,"44.03713\,121.76905\,98.20093",,,,,,,black knight from fire emblem,"armor,armored,awesome,bad,black,boy,character,cool,emblem,evil,figure,fire,game,helmet,human,japanese,knight,lord,male,man,medeival,medieval,person,soldier,video,warrior"
wss.6d2cbb0aa8651a49d92030ed1784002f,"_StanfordSceneDBModels,_SceneGalleryModels",n7968050,"collection,aggregation,accumulation,assemblage",,,0.02555658549003527,"14.327227\,19.21776\,53.4861",,,,,,,my dvd collection,"dvd,filme,ice age,incredibles,madagascar,movies,over the hedge,robots,shrek"
wss.6d2f8c13005c05abedf0adca85d84acc,"_StanfordSceneDBModels,WallClock,Clock",n3050242,clock,"0\,1\,0","0\,0\,1",0.0029909630548385756,"64.288666\,64.288345\,8.898115",true,0.003497,0.011668,0.166088,,,clock,"analog,analog clock,clock"
wss.6d311facc6387a7fcd1233d74066ed8,"Table,DiningTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.03335452681083821,"179.37898\,79.136955\,89.68966",false,0.064688,0.217933,0.013158,54.268137236514235,644.9499998639953,ikea klubbo coff eacute e table,"armchair,axis sofa,bathroom,blopis,coffee,divan,house,ikea,kitchen,klubbo,living,livingroom,modern,seat,seating,sofa,table"
wss.6d3bfd984d7f3105b96aa5dc23c036c,Gun,n3472916,gun,"-7.088963194235021e-9\,-7.0889636383242305e-9\,1","-0.7071067690849304\,-0.7071067690849304\,7.0889636383242305e-9",0.01351364284117389,"143.02861\,110.51672\,156.76059",false,0.023973,0.043794,0.326082,,,mounted ballista,"anti artillery,anti infantry,arabia,artillery,ballista,ballista tower,bastion,castle,catapult,crossbow,crusades,defense,europe,fort,fortress,giant crossbow,greece,heavy artillery,helepolis,knights,medieval,medieval artillery,middle ages,mounted gun,pivot,rome,seige,seige equipment,seige tower,stand,swivel,swivel gun,tower,turret,wood cannon,wooden stand"
wss.6d3c70dd32fa9abb8b27e2ba09c439b9,,n7949514,tea,,,,"998.0295\,434.74133\,1011.2832",,,,,,,teacup  filled,"cutlery,david,drink,kitchen,party,tea,tea party,teacup"
wss.6d3db662616146a63367d86624cc481b,,n3290823,enclosure,,,,"22.930002\,59.90996\,25.049988",,,,,,,fostex fe    e enclosure,*
wss.6d4ee0be5746095d7c088bd2a4124c69,Motorcycle,n3796045,"motorcycle,bike","0\,0\,1","1\,0\,0",,"67.3161\,111.25397\,196.99986",false,0.093528,0.253146,0.021082,,,honda cbr    rr bare  updated,"engine motor,honda,moto,motorbike,motorcycle,transport"
wss.6d5cf2fa099dab738f60c56accc0869a,"Rug,_Attributes",n4125115,"rug,carpet,carpeting",,,0.022307267105405513,"156.15086\,1.673045\,234.2264",false,0.067451,0.067451,3.68604,121.4118,832.884948,rug,"bedroom,decoration,dining room,floor,floor accent,furniture,home,house,interior,living room,rug"
wss.6d5fce8f0e0f97c0b123e15f13846450,Bird,n1843929,"yellow-bellied sapsucker,Sphyrapicus varius","0\,0\,1","1\,0\,0",0.0018193943465924535,"11.346471\,32.88792\,13.626027",false,2.08E-4,5.59E-4,2.6E-5,,,yellow bellied sapsucker,"animal,belly,bird,birdman,boreal,feather,forest,north,sap,sapsucker,sucker,wing,woodpecker,woods,yellow"
wss.6d619704ac0bed9827eb00c151c6f711,"Chair,AccentChair",n3005231,chair,"0\,0\,1","0.5\,-0.8660253882408142\,0",0.02312607832309893,"59.97453\,127.96027\,77.25121",false,0.02293,0.050029,0.263137,27.160390686594,270.3949764302057,chair,"badly designed chair,badly drawn chair,bucket chair,chair,contemporary chair,modern chair,red chair,uncomfortable chair"
wss.6d6242ac9d864c3837da2b1771fc284,,n3782816,"model,simulation",,,,"469.35263\,154.1145\,432.89218",,,,,,,ical icon model,"calendar,date,icon,mac os x,macintosh,software"
wss.6d67f92d6e11f29e5792b99b8245d225,"Desk,_StanfordSceneDBModels,_OIMwhitelist",n3184367,desk,,,0.018591310836150603,"131.74936\,52.69986\,67.12345",,0.0439265,0.0755437,0.0266979,,,x    study desk with drawers,
wss.6d680415396d14d4d7c5502d4a22edf5,Bottle,n2879899,bottle,,,0.04558884246234993,"13.791627\,33.05191\,13.791627",true,4.04E-4,0.003867,0.012168,0.9121919535808,14.434349789283228,bottle,"bottle,celender"
wss.6d692e728f8f2a39cec31cf0a48f0eaf,Lock,n3880277,padlock,,,,"3.81\,6.195885\,1.27",,,,,,,magnum brand padlock,"gingrich,padlock,security"
wss.6d6d11fc1f7e4fb76f316511e43538a,,n4296828,"sprocket,sprocket wheel",,,1.6892937947431437E-4,"28.998856\,1.1951754\,29.131197",,,,,,,animal light bmx sprocket,*
wss.6d6e634ff34bd350c511e6b9b3b344f3,Chair,n3005231,chair,"0\,0\,1","0\,-1\,0",0.003437137388549547,"86.08723\,102.86046\,89.72646",false,0.021898,0.037399,0.007297,25.9379954319684,258.22543366195566,confino chair,"armchair,cadeira,chair,furniture,poltrona"
wss.6d6f9812288c8a43ddc020875fb2e32d,"_PilotStudyModels,_StanfordSceneDBModels,_SceneGalleryModels,TableClock,Clock",n3050242,clock,,,0.0019802223114259777,"26.273392\,17.128012\,10.260423",true,2.55E-4,7.93E-4,4.13E-4,,,clock,"atomic,clock,skyscan"
wss.6d722d478641cc226764a784715fb668,,n3641940,lamp,,,,"41.734154\,130.64998\,41.7034",,,,,,,a tree of light,"art,cage,design,floorlamp,light,lightning,nature,new,tree,wood"
wss.6d76b1468e8b4327f4353cc2724eb96d,,n4377135,"sweater,jumper",,,,"195.5861\,209.69893\,84.36331",,,,,,,custom  independent co  sweater with hoodie,
wss.6d803f96947c2d61eb16c881e850f88,WallArt,n3496279,"hanging,wall hanging","0\,0\,1","1\,0\,0",0.019614334320326554,"106.90204\,90.33793\,5.733658",true,0.017693,0.056893,0.062497,21.437287236869917,490.70864881896506,banana art,*
wss.6d885cacb413c6f7bc1541023ac243e3,Bicycle,n2837983,"bicycle,bike,wheel,cycle","0\,0\,1","0\,1\,0",,"56.371395\,97.697426\,142.01741",false,0.010484,0.017961,0.01231,,,dahon mu xxv folding bicycle,"bicycle,dahon,folding bike"
wss.6d8a8628eeb8ae92de6fb7d70c413eb,Microwave,n3766619,"microwave,microwave oven","0\,0\,1","1\,0\,0",0.002718654549950321,"81.666756\,36.284523\,52.553497",true,0.012862,0.130185,0.380368,33.33940447940824,315.2424861763593,microwave,"appliance,microwave"
wss.6d8b19cc20da276f75b791738ce5d1e,Rock,n3645325,"landscape,landscape painting",,,0.016316001478768844,"146.93262\,41.774784\,165.73502",,,,,,,stone for landscape,"boulder,intresto,landscape,landscapes,landscaping,malcolm lambert,prohardscaper,rocgrp,rock,rocksolver,sandstone,ssttex,stone"
wss.6d98a1730b450e3ca468d139e5d256d2,,n4182441,"service,table service",,,,"43.2975\,87.18474\,91.665886",,,,,,,service cart   by beaucad,"beaucad,cart,factory,lley,office,service,tools,wheel"
wss.6d99e336203f996daa69dfdc5532bb13,Chair,n3005231,chair,"0\,0\,1","1\,0\,0",3.139274354850088E-4,"55.81633\,61.177612\,138.4424",false,0.024779,0.119863,0.001872,29.350515517798197,292.19874055665355,couch,"chair,couch,furniture,relaxation,seat,sit"
wss.6d99ef5610efa11d5b7d8e48ecc58356,"CeilingFan,Fan",n3324991,fan,,,0.019544235277903475,"151.09961\,151.45665\,151.09964",,,,,,,ceiling fan,"appliance,ceiling,fan,home,light"
wss.6d9b13361790d04d457ba044c28858b1,"ChestOfDrawers,Dresser,_StanfordSceneDBModels",n3018908,"chest of drawers,chest,bureau,dresser",,,0.018892271488320136,"113.4717\,149.48509\,60.45527",true,0.068459,0.099084,0.039552,41.0754,249.57413040000006,dresser,"chest,drawers,dresser"
wss.6d9ce2d2daa83c42a040017ce3ee24b7,Rack,n3701635,"luggage rack,roof rack",,,0.048490600592705366,"124.09019\,88.0085\,76.363235",,,,,,,portable luggage rack,luggage rack portable
wss.6da4855b1a5a4051d55a3258262c9e01,"Lamp,FloorLamp,_AttributesTrain",n3371905,floor lamp,,,0.020419786710405733,"50.98927\,161.32385\,48.428787",true,0.003255,0.005023,0.028433,6.9971724506733,69.29648295404454,floor lamp,floor lamp
wss.6da67be7e83afd3be3b927dfeefbac4e,"Computer,Laptop,_AttributesTrain",n3648120,"laptop,laptop computer",,,0.03994440110374999,"47.93448\,26.077782\,33.530884",false,0.001878,0.00269,0.125025,,,laptop,"computer,laptop,thin notebook"
wss.6da737a8cd2144f63b5480c483585b14,Phonebooth,n4408815,"telephone booth,phone booth,call box,telephone box,telephone kiosk",,,,"124.998535\,329.99948\,122.50012",,,,,,,telephone booth,"bellen,call,capital,city,england,hoofdstad,londen,london,telefoon,telefooncel,telephone,telephone booth,tourisme,touristic,united kingdom"
wss.6da7fa9722b2a12d195232a03d04563a,"Bottle,BeerBottle",n2879899,bottle,"0\,0\,1","0\,1\,0",7.059070967684909E-4,"10.565269\,32.507023\,10.565269",true,2.62E-4,0.002023,0.0091,0.5915700293024001,9.360890209881699,budweiser bottle,"bud,budweiser,great american lager"
wss.6dab3e32b5cb52f1d67173c00f9e1676,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.01679853165608232,"78.93142\,57.805767\,13.726299",false,0.005911,0.014828,0.05932,,,hewlett packard w     monitor,"black,computer,hewlett packard,hp,mac,monitor,pc"
wss.6db3229c0f25280f5b041a060e851dfc,,n2886585,box,,,,"29.70404\,38.6571\,36.195",,,,,,,jewelry box,"box,jewelry box,maple,wenge,wood"
wss.6db9d631ff966a5b6e839cadad6117f7,Pencil,n3914323,pencil,,,0.0018416014098523266,"1.3404808\,2.0017903\,20.096867",true,,,,,,pen,"blue,ink,pen,pencil,write,writing"
wss.6dbe032aa46365edfc03ca095a3459d6,"ChestOfDrawers,Armoire",n2742555,armoire,"0\,0\,1","1\,0\,0",0.02103394619503149,"108.03973\,178.26268\,50.373943",true,0.096437,0.822846,0.040537,67.25077549024846,1472.656708014845,felicity armoire by thomasville,*
wss.6dc1cc10c1090df9426be911bc51c49,"WallArt,Picture",n3937282,"picture,image,icon,ikon","0\,1\,0","0\,0\,1",0.06449393555602603,"109.98151\,84.59025\,4.2075458",true,0.010544,0.013387,0.935545,12.77537764231936,292.43384350574627,exercise      from the instructions for riding for louis xiii,"a caballo,caballeros,corte,count,court,el recuento,el rey,frame,french,graphics,horse,imagen,instruction,king,knights,los nobles,louis,louis xiii,luis xiii,marco,montar a caballo,nobles,paris,picture,portraits,prince,published,retratos,riding,torneos,tournament"
wss.6dcbc7efc9369de386a5dcc6ebde687f,"Lamp,TableLamp,_OIMwhitelist",n3641940,lamp,,,0.01575517713277284,"42.902245\,54.35536\,42.902134",true,0.002897,0.015398,0.060717,6.227590964547019,61.67493429120338,desk lamp,"desk lamp,lamp,lamps,light,lights,table lamp,table light"
wss.6dd4bc385e973da4044967c19cf99,,n2919696,"bullet,slug",,,,"5.195239\,5.756349\,5.5168567",,,,,,,x   mm nato,*
wss.6dd68d91dd695ffb9450488022821c6d,"_StanfordSceneDBModels,TrashBin",n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",,,0.0018040854398585979,"68.96577\,44.361416\,70.40443",true,0.014655,0.151359,0.299513,,,recycling box,"blue,box,house,household,photomatch,plastic,recycling,rubbish,waste"
wss.6ddd342b43935620e43f40ae23b6b0db,Bucket,n2913195,"bucket,pail",,,0.029922754550668028,"31.351658\,55.268524\,30.555893",true,,,,,,bucket,"bucket,water,wood"
wss.6ddfe16ee22d7a3fce41b639931f9ca1,FoodItem,n21445,"food,nutrient",,,0.024883001272795493,"32.96998\,13.063576\,22.407143",,,,,,,cicipopo vanilla strawberry filling doughnuts box closed,starberry fruit chocolate candy dinnre food box doughnut dougnuts flour nice good sweet taste top cream creamed creamy brown brownies cereal breakfast coffee sugar package pakcage special dinner cookie cookies cook cooking coocking king burger mcdonalds katsup ketchup white chocolate dark pillow cicipopo products main course table chair made in china factory cici popo pop tarts toast beer soda drink alcohol martini stomac  blood energy drink  fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange banana fruit flavored apple cherry berry barry barrel
wss.6de307ddb4317eae1c816f27d2a33b03,USBStick,n3712192,"magnetic disk,magnetic disc,disk,disc",,,0.0071521753758696845,"3.5760956\,3.5760875\,21.456512",,,,,,,cig usb drive,"cig,cigarette,flash drive,smoke,thumb drive,usb,usb disk,usb drive"
wss.6de63a5f1874884324f58288a11555cb,Pencil,n3914323,pencil,,,0.004091285128700491,"10.290564\,17.184462\,2.9859753",true,,,,,,sketchup draw tool  gt please rate lt,"google,google sketchup,sketchup,sketchup buttons,sketchup icons,sketchup tool"
wss.6de6c3fb1e5a7d15fa2037e5e59ff423,"Chair,Chaise",n3006315,"chaise longue,chaise,daybed","0\,0\,1","-1\,0\,0",0.030628494635645483,"73.05609\,92.68979\,182.1347",false,0.05508,0.095201,0.006277,65.24179324106399,649.5139686775284,lc  chaise lounge le corbusier,"bauhaus,chair,chairs,chaise lounge,furniture,modern,texture,textures"
wss.6dec01bb2873a28f2e8136af99c4a04a,,n4035240,pylon,,,,"869.9297\,1126.6752\,872.109",,,,,,,protoss pylon,"crystal,protoss,pylon,starcraft"
wss.6dfcf92a386c29f95bb2f0ee36919c0a,ChessBoard,n12131755,"chess,cheat,Bromus secalinus",,,,"81.45824\,28.437586\,80.00011",,,,,,,weekly  dchallenge   elegant chess set,"chess,competition,game,sport"
wss.6e0036ac8c75b63dc6b7f2129135b672,Vase,n4529463,vase,,,0.008175978253233507,"30.916807\,67.47589\,30.916807",true,0.005449,0.02945,0.015062,12.8978643453965,325.7562839597397,chinese vase,"chinese vases,jarrones chinos,porcelana"
wss.6e020b91bce0c135e1a3025c8c8d6f79,,n4015928,projector,,,,"36.666946\,11.224819\,31.22549",,,,,,,projector,*
wss.6e0fcdf341f19951d28b52ade6c7e48,"Lamp,FloorLamp",n3641940,lamp,,,0.02503377443409709,"50.132385\,161.0593\,50.132347",true,0.016246,0.079811,0.165767,34.92352185365236,345.86502675004846,sphere lamp,"floor lamp,globe lamp,sphere"
wss.6e12481d3158dd4e8f8c11a24c52ebb,Chair,n3005231,chair,"0\,0\,1","0\,-1\,0",0.0334644543138655,"80.749054\,115.63909\,78.31696",false,0.017392,0.05567,0.010692,20.6006766167136,205.08981378430605,boss design key visitor   leg non arm,"boss design,chair,key,visitor"
wss.6e13d5d26a0c53e13a66b6fe2c876ded,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","1\,0\,0",0.017005240095577762,"109.4343\,39.482765\,92.720726",false,0.035595,0.138802,0.026241,29.8614015726831,354.88800465556085,coffee table,"atrezzo,coffee,decoracion,decoration,interior,lounge,mesa,rubicundo,superficie,surface,table"
wss.6e1ab8ba32567f003f7e27638e63d848,WallArt,n3496279,"hanging,wall hanging","0\,0\,1","0\,-1\,0",0.001547153963315389,"117.85492\,74.9596\,10.636688",true,0.019633,0.098315,0.130217,23.78784040702352,544.5138135004092,elephant portrait,elephant chitabe
wss.6e1ced7944dccc11a37f3fc191551700,,n3342328,file folder,,,,"32.98444\,33.092136\,13.334314",,,,,,,archives,"archive,defrag,delete,folder,history,nola,saint"
wss.6e2c31e3337f70b733b83271594612d0,"Stool,_StanfordSceneDBModels,_EvalSetInScenes",n4334034,stool,,,0.040615465887505114,"48.738564\,107.87313\,48.738564",false,0.012393,0.03226,0.014702,14.119025065173899,93.13363478297131,stool,*
wss.6e2ea4b30ddd3186306aede075ce16ab,,n9493473,Vela,,,,"24.426266\,32.208977\,56.479187",,,,,,,velas,"candles,velas"
wss.6e44adec0854dfaa93fb5c975e8de2b7,Jar,n3598713,jar,,,,"10.503812\,16.068874\,10.503799",,,,,,,vlasic zesty dill spears pickle jar,"cucumber,delicious,dill,flavor,flavour,food,fraidy,glass,green,hamburger,hot dog,jar,kosher,kosher dill,phat cat,phattius maximus,pickle,pickle jar,pickles,spears,topping,vlasic,zesty,zesty dill"
wss.6e46cdd2f97cd28ad98bf80379cd1d6,"Lamp,TableLamp",n4387620,table lamp,,,0.12504929206806314,"43.04247\,54.068565\,43.04247",true,0.005938,0.017911,0.131664,12.76473425870908,126.4155194412032,lykta table lamp from ikea,ikea
wss.6e4f7ed9766b06c1bccabd8142287502,LDesk,n3184367,desk,"0\,0\,1","0.7071067690849304\,-0.7071067690849304\,0",,"150.86829\,134.61998\,104.95807",false,0.107655,0.223125,0.14844,64.593,392.46706800000004,corner desk modified,"computer,corner,desk,pc,table"
wss.6e51501eee677f7f73b3b0e3e8724599,"WallArt,Painting",n3882197,"painting,picture","0\,0\,1","0\,-1\,0",0.007481595406892819,"172.53381\,122.85707\,7.2099915",true,0.044009,0.07712,0.046512,108.91465632739384,743.012184412431,hajime sorayama     s painting of a cat,"arqdirk,cat,hajime sorayama,painting"
wss.6e5293cc109eb6a3a06399e706688398,Ball,n2781674,ball,,,0.003012547996598552,"38.462708\,39.792145\,38.011124",,,,,,,pokemon ball,"ball,pdt,pokemon,red,shadow,white"
wss.6e5850dc3b3a3647340836aae6f257b6,,n7929420,mixer,,,,"109.87456\,8.5725\,61.2775",,,,,,,special effects light controller and mixer,*
wss.6e6443ee6c59ee4f847d4e46a1f9f05,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,-1\,0",0.029340683069280647,"64.8033\,96.64293\,64.55786",false,0.00902,0.012191,0.003078,10.684113562716,106.36557729613848,chair  colour,*
wss.6e65d11a3d4315621a9965f709e7e550,,n2874800,bookshelf,,,,"382.00073\,299.60062\,40.50992",,,,,,,bookshelves,*
wss.6e672b3b001660ebc2128c7546a054b9,,n434601,"outdoor sport,field sport",,,,"1249.1324\,255.52907\,1258.803",,,,,,,orion stadium baseball,"areana,baseball,cleveland rocks,field,orion stadium,sports,stadium"
wss.6e6801ca4a03a1adc672720c52b0e374,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",,,0.03522166677044406,"114.47042\,158.4975\,58.996292",true,0.078206,0.967957,0.007513,46.9236,285.10779360000004,drawer chest,"architecture,chest,dresser,furniture"
wss.6e6d7c2ffadc2fad2fffec7af390883,CellPhone,n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone","0\,1\,0","0\,0\,1",0.01052172728009175,"10.258682\,24.391563\,2.8084226",false,1.74E-4,6.69E-4,0.023033,,,nokia,"nokia,xpress music"
wss.6e70f6f4e6906fabedf3a0621ad7f752,,n4310635,"stapler,stapling machine",,,,"26.405838\,3.8100004\,19.322033",,,,,,,stanley sharpshooter elec  stapler  almost,"electric stapler,rvhard"
wss.6e76a333d9fc9a2972e15b580d9a5b3,SkateBoard,n4233049,skateboard,,,,"168.72484\,21.060867\,40.94175",,,,,,,skateboard,*
wss.6e8faa670023eca66b3e7713f8f94dd8,Thumbtack,n4390217,tack,"0\,0\,-1","0\,1\,0",,"1.7999989\,2.4499998\,1.799999",false,0.0,1.0E-6,1.55E-4,,,thumb tack,"deatailed,handy,pointy,red"
wss.6e92bdda1bca7b72f9a4f3015fbf70,"Chair,SideChair",n3006315,"chaise longue,chaise,daybed","0\,0\,1","0\,1\,0",0.028703186626550324,"51.66571\,100.974365\,63.121723",false,0.009783,0.017018,0.002987,11.5878805969014,115.36302025367213,chaise,"chair,chaise"
